ngram,cleaned
life_style,life style
unlock_potential,unlock potential
legal_remedy_damage,legal remedy damage
small_micro_enterprise,small micro enterprise
stock_market_capitalization,stock market capitalization
acknowledge_importance,acknowledge importance
mitigate_adverse_effect,mitigate adverse effect
withhold_tax,withhold tax
computer_science,computer science
formally_recognize,formally recognize
aggrieved_person,aggrieved person
million_quota_quota,million quota quota
specie_specie,specie specie
summer_season,summer season
remain_broadly_unchanged,remain broadly unchanged
ranking_economy_ease,rank economy ease
sense_urgency,sense urgency
seller_enforce_judgment,seller enforce judgment
pupil_teacher,pupil teacher
dirt_road,dirt road
domestically_internationally,domestically internationally
maize_sorghum,maize sorghum
director_regional_vice,director regional vice
margin_preference,margin preference
fix_telephone,fix telephone
textile_apparel,textile apparel
attachment_statement,attachment statement
particularly_noteworthy,particularly noteworthy
mixed_farming,mixed farming
price_property_lien,price property lien
use_bidding_invitation,use bidding invitation
fuel_consumption,fuel consumption
accomplish_purpose_loan,accomplish purpose loan
anti_corruption_recipient_shall,anti corruption recipient shall
dominant_position,dominant position
pursuant_resolution,pursuant resolution
respective_role_responsibility,respective role responsibility
programming_budgeting,programming budgeting
balance_payment_surplus,balance payment surplus
marine_ecosystem,marine ecosystem
height_age,height age
similar_fashion,similar fashion
stay_home,stay home
tea_coffee,tea coffee
habitat_specie,habitat specie
design_drawing,design draw
largely_ignore,largely ignore
compliance_legal_covenant,compliance legal covenant
soil_layer,soil layer
thorough_understanding,thorough understanding
state_prior_concurrence,state prior concurrence
august_close_date,august close date
professor_university,professor university
shall_deem_duly,shall deem duly
secure_creditor_subject_automatic,secure creditor subject automatic
rice_corn,rice corn
regulatory_environment_conducive,regulatory environment conducive
mosquito_net,mosquito net
net_outflow,net outflow
trust_confidence,trust confidence
religious_cultural,religious cultural
venture_capital_fund,venture capital fund
cost_qualified_borrowing,cost qualified borrowing
sovereign_spread,sovereign spread
child_stunt,child stunt
course_correction,course correction
pat_tern,pat tern
professional_judgment,professional judgment
shall_designate_writing,shall designate writing
public_offering,public offering
poorly_equip,poorly equip
party_thereto,party thereto
challenge_confront,challenge confront
generally_accept_accounting,generally accept account
macroeconomic_outlook,macroeconomic outlook
highly_complex,highly complex
transmission_substation,transmission substation
pricing_marketing,pricing marketing
subtotal_previous,subtotal previous
time_valuation_obtainable,time valuation obtainable
parliament_pass,parliament pass
difficult_ascertain,difficult ascertain
tel_fax_mail,tel fax mail
cycle_person_specialty,cycle person specialty
diesel_generation,diesel generation
fiduciary_compliance_financial,fiduciary compliance financial
pedestrian_crossing,pedestrian crossing
food_basket,food basket
credit_easier_business,credit easy business
ranking_ease_electricity,rank ease electricity
agronomic_practice,agronomic practice
port_prince,port prince
designate_account_designate_account,designate account designate account
contingency_emergency_response,contingency emergency response
deputy_chief,deputy chief
expiration_date,expiration date
audit_external_auditor,audit external auditor
multidisciplinary_team,multidisciplinary team
structural_break,structural break
cultural_diversity,cultural diversity
eligible_expenditure_recipient_withdraw,eligible expenditure recipient withdraw
ethic_standard,ethic standard
glossary_term,glossary term
malnourished_child,malnourished child
permanent_resident,permanent resident
great_depression,great depression
cation_number_keyword,cation number keyword
action_task_force,action task force
schedule_amortization_schedule,schedule amortization schedule
grow_fast_rate,grow fast rate
load_shedding,load shed
tax_rebate,tax rebate
retail_tariff,retail tariff
corporate_transparency,corporate transparency
privately_hold,privately hold
year_stationary_population,year stationary population
young_man_woman,young man woman
fax_mail,fax mail
ease_business_index,ease business index
civil_disturbance,civil disturbance
phone_fax,phone fax
fiscal_federalism,fiscal federalism
physical_mental,physical mental
website_website,website website
rice_research_institute,rice research institute
determine_corrupt_fraudulent,determine corrupt fraudulent
ease_burden,ease burden
difficult_interpret,difficult interpret
form_attach_attachment_furnish,form attach attachment furnish
widely_vary,widely vary
circuit_breaker,circuit breaker
total_dissolved_solid,total dissolve solid
shanghai_china,shanghai china
shall_advertise_widely_circulate,shall advertise widely circulate
able_willing,able willing
exceptional_financing,exceptional financing
producer_exporter,producer exporter
suit_index_strength_investor,suit index strength investor
association_instruction_recipient,association instruction recipient
year_audited_opinion,year audit opinion
year_publish_ranking,year publish rank
achieve_fair_presentation,achieve fair presentation
desk_study,desk study
macro_stability,macro stability
warehouse_locate,warehouse locate
prior_review_objection,prior review objection
subsidiary_agreement_provision,subsidiary agreement provision
emerging_economy,emerge economy
language_instruction,language instruction
fix_asset_register,fix asset register
inverse_relationship,inverse relationship
inspection_simply,inspection simply
casual_labor,casual labor
labor_intensive_method,labor intensive method
non_ferrous_metal,non ferrous metal
crowd_private_investment,crowd private investment
oil_boom,oil boom
service_provider_supplier,service provider supplier
vulnerable_external_shock,vulnerable external shock
useful_useful,useful useful
thermal_power_generation,thermal power generation
mutual_trust,mutual trust
tender_secure_creditor,tender secure creditor
commencement_civil_work,commencement civil work
pro_duct,pro duct
positive_spillover,positive spillover
accept_token_choose,accept token choose
practical_guidance,practical guidance
accumulate_depreciation,accumulate depreciation
million_barrel_day,million barrel day
delivery_entitlement,delivery entitlement
peer_pressure,peer pressure
staff_urge_authority,staff urge authority
terminate_redundant_worker,terminate redundant worker
positively_negatively,positively negatively
car_truck,car truck
comparable_ranking_capture,comparable rank capture
residential_plot,residential plot
figure_reflect_simultaneity,figure reflect simultaneity
peer_peer,peer peer
environmentally_socially_sound,environmentally socially sound
quite_rapidly,quite rapidly
worldwide_governance_indicator,worldwide governance indicator
aggrieved_party,aggrieved party
advance_withdraw_outstanding,advance withdraw outstanding
atlas_method,atlas method
nationally_internationally,nationally internationally
year_tenure_severance,year tenure severance
concentration_pollutant,concentration pollutant
raw_cotton,raw cotton
river_catchment,river catchment
school_aged_child,school aged child
urban_crude_birth,urban crude birth
minute_minute,minute minute
oil_extraction,oil extraction
efficiency_insolvency_proceeding,efficiency insolvency proceeding
hourly_pay_restriction_night,hourly pay restriction night
hydraulic_structure,hydraulic structure
unfair_competition,unfair competition
fighting_equipment,fighting equipment
remove_impediment,remove impediment
interested_director_liable,interested director liable
quasi_fiscal,quasi fiscal
yes_bureau_registry,yes bureau registry
original_bid_validity,original bid validity
gain_loss,gain loss
small_ruminant,small ruminant
absolute_relative_term,absolute relative term
negative_datum_erase,negative datum erase
average_interruption_duration,average interruption duration
inefficient_port,inefficient port
lie_ahead,lie ahead
safe_reliable,safe reliable
payback_period,payback period
business_seller_buyer,business seller buyer
rent_seek_behavior,rent seek behavior
default_outside_insolvency,default outside insolvency
approve_election_dismissal,approve election dismissal
hilly_terrain,hilly terrain
impulse_response,impulse response
aid_malaria,aid malaria
apply_separately_denominate,apply separately denominate
behavioral_response,behavioral response
remain_fairly_stable,remain fairly stable
index_score,index score
season_season,season season
domestic_revenue_mobilization,domestic revenue mobilization
dump_truck,dump truck
sulfur_dioxide,sulfur dioxide
knowledge_attitude_practice,knowledge attitude practice
solid_liquid,solid liquid
tel_email_org,tel email org
prior_review_short_list,prior review short list
natural_landscape,natural landscape
tourist_visit,tourist visit
maximum_minimum,maximum minimum
set_forth_refer_section,set forth refer section
obtain_consent,obtain consent
pin_immediate_release,pin immediate release
wildlife_sanctuary,wildlife sanctuary
lake_river,lake river
consultation_affected_people,consultation affect people
partial_equilibrium,partial equilibrium
groundwater_contamination,groundwater contamination
application_withdrawal_fund,application withdrawal fund
form_attach,form attach
integrate_coastal_zone,integrate coastal zone
new_paradigm,new paradigm
original_amendment_countersign,original amendment countersign
road_upper_hill,road upper hill
remedy_read_sense,remedy read sense
economy_ease_trading,economy ease trading
highly_subsidize,highly subsidize
second_round_effect,second round effect
qualitative_date_achieve,qualitative date achieve
duly_authorize_ratify,duly authorize ratify
permanent_acquisition,permanent acquisition
self_employ_worker,self employ worker
maize_bean,maize bean
female_literacy,female literacy
kilometer_away,kilometer away
essential_ingredient,essential ingredient
natural_heritage,natural heritage
monitor_closely,monitor closely
agricultural_graze_land,agricultural graze land
rice_sugar,rice sugar
framework_prevent_combat,framework prevent combat
insolvency_framework,insolvency framework
court_fee,court fee
beef_production,beef production
reality_ground,reality ground
remain_broadly_stable,remain broadly stable
broaden_deepen,broaden deepen
critical_path,critical path
wildlife_specie,wildlife specie
resilience_shock,resilience shock
vital_role,vital role
provision_attach_hereto,provision attach hereto
connection_bureau_registry,connection bureau registry
income_elasticity_demand,income elasticity demand
service_trainer_rental,service trainer rental
approval_date_mar,approval date mar
estimate_absolute_poverty,estimate absolute poverty
pursuant_section_schedule,pursuant section schedule
infrastructural_facility,infrastructural facility
value_quantitative_qualitative_date,value quantitative qualitative date
diligence_efficiency,diligence efficiency
foresee_appraisal,foresee appraisal
outlying_area,outlying area
effectively_utilize,effectively utilize
minute_meeting_executive_director,minute meeting executive director
fishing_ground,fishing ground
remarkable_progress,remarkable progress
child_disability,child disability
efficiency_judicial_resolve,efficiency judicial resolve
flue_gas,flue gas
ministerial_order,ministerial order
national_solidarity,national solidarity
cashew_nut,cashew nut
electrical_contractor,electrical contractor
contingency_plan,contingency plan
sexual_violence,sexual violence
enforcing_contract,enforce contract
asset_liability_equity,asset liability equity
risk_inherent,risk inherent
black_white,black white
legal_framework_secured_transaction,legal framework secure transaction
measure_meter_foot,measure meter foot
auditor_opinion,auditor opinion
onset_global,onset global
slightly_half,slightly half
pro_poor_spending,pro poor spending
advance_maturity,advance maturity
male_dominate,male dominate
bid_evaluation_report,bid evaluation report
require_consistent_aforementioned,require consistent aforementioned
subsidiary_agreement_mean,subsidiary agreement mean
nontraditional_export,nontraditional export
improve_restore_livelihood,improve restore livelihood
non_concessional_borrowing,non concessional borrowing
association_notify_borrower,association notify borrower
daily_weekly_monthly,daily weekly monthly
straight_forward,straight forward
recipient_audited_financial,recipient audit financial
furniture_fixture,furniture fixture
register_property_easier_business,register property easy business
highly_inefficient,highly inefficient
merely_punctual_payment,merely punctual payment
commutable_general_equilibrium_model,commutable general equilibrium model
rate_thousand_crude,rate thousand crude
live_adversely_affect,live adversely affect
yield_variety,yield variety
moderately_satisfactory_rating,moderately satisfactory rating
borrower_commence_repayment,borrower commence repayment
shall_promptly_return,shall promptly return
direct_bearing,direct bearing
close_gender_gap,close gender gap
information_methodology_dealing,information methodology deal
fix_movable_asset,fix movable asset
negative_coefficient,negative coefficient
access_improved,access improve
fundamentally_different,fundamentally different
gross_fix_asset,gross fix asset
recipient_withdraw,recipient withdraw
finance_terrorist,finance terrorist
entirely_dependent,entirely dependent
agenda_forward,agenda forward
overall_comment_intermediate,overall comment intermediate
domestically_produce_good,domestically produce good
big_picture,big picture
pest_management_yes,pest management yes
profit_trade_border,profit trade border
globally_competitive,globally competitive
withdraw_loan,withdraw loan
artificially_low,artificially low
increasingly_dependent,increasingly dependent
accrual_date,accrual date
cattle_raise,cattle raise
national_bureau_economic,national bureau economic
teacher_trainer,teacher trainer
achieve_universal_access,achieve universal access
agreement_sentence_section,agreement sentence section
environmentally_sound_manner,environmentally sound manner
male_male,male male
debt_payable_currency,debt payable currency
renew_effort,renew effort
parking_space,parking space
publication_official_gazette,publication official gazette
org_contributor,org contributor
likely_persist,likely persist
tenure_right,tenure right
seminar_organize,seminar organize
reduce_dependence_import,reduce dependence import
shall_terminate,shall terminate
little_chance,little chance
harness_potential,harness potential
tax_practitioner_ask,tax practitioner ask
fishery_forestry,fishery forestry
pressing_need,press need
operational_manual_pom,operational manual pom
pro_mot,pro mot
equitable_sustainable,equitable sustainable
amortization_medium,amortization medium
left_bank,left bank
tender_award,tender award
period_soon_practicable,period soon practicable
deleterious_effect,deleterious effect
republic_chad,republic chad
contractor_subcontractor,contractor subcontractor
computer_hardware,computer hardware
urban_slum,urban slum
remain_elusive,remain elusive
potentially_affected_person,potentially affect person
cattle_ranch,cattle ranch
safeguard_policy_involuntary_resettlement,safeguard policy involuntary resettlement
economic_outlook_database,economic outlook database
wind_solar,wind solar
aware_importance,aware importance
age_marriage,age marriage
liquid_asset_short_term,liquid asset short term
unlike_previous,unlike previous
street_street,street street
revalue_asset,revalue asset
depository_corporation,depository corporation
hydroelectric_power_plant,hydroelectric power plant
extensive_margin,extensive margin
assess_easy_entrepreneur,assess easy entrepreneur
reject_null_hypothesis,reject null hypothesis
supplementary_budget,supplementary budget
lean_season,lean season
clearly_understand,clearly understand
jun_comment,jun comment
procurement_specialist_senior,procurement specialist senior
mate_rial,mate rial
longitudinal_study,longitudinal study
dual_purpose,dual purpose
alcohol_tobacco,alcohol tobacco
centrally_locate,centrally locate
normally_grant_permission,normally grant permission
pro_mote,pro mote
skilled_professional,skilled professional
topographic_survey,topographic survey
principal_credit_semiannual,principal credit semiannual
disproportionate_share,disproportionate share
satisfied_propose,satisfied propose
agglomeration_economy,agglomeration economy
bank_accomplish_purpose,bank accomplish purpose
movable_asset_collateral_possession,movable asset collateral possession
director_deputy,director deputy
lie_heart,lie heart
outward_orient,outward orient
ethnic_composition,ethnic composition
head_household,head household
biosphere_reserve,biosphere reserve
attempt_quantify,attempt quantify
age_old,age old
document_import_lading,document import lading
instruction_recipient_stipulate_person,instruction recipient stipulate person
loom_large,loom large
food_drink,food drink
picture_emerge,picture emerge
district_collector,district collector
weather_shock,weather shock
com_petition,com petition
bank_modification_thereto,bank modification thereto
prime_minister_minister,prime minister minister
compulsory_acquisition,compulsory acquisition
maintain_professional_skepticism,maintain professional skepticism
ranking_economy_regional,rank economy regional
citizen_voice,citizen voice
unlikely_event,unlikely event
restructuring_status_archive,restructuring status archive
descriptive_analysis,descriptive analysis
notary_fee,notary fee
article_consultation_informational_annex,article consultation informational annex
comply_covenant,comply covenant
supply_calorie,supply calorie
guideline_consultancy_assignment,guideline consultancy assignment
telecommunication_union,telecommunication union
inevitably_lead,inevitably lead
little_attention_pay,little attention pay
equitable_treatment,equitable treatment
immovable_asset,immovable asset
register_vat,register vat
ministerial_department,ministerial department
constitution_article,constitution article
distance_kilometer,distance kilometer
agree_org_gem,agree org gem
shortfall_proceed,shortfall proceed
create_confusion,create confusion
contraceptive_prevalence,contraceptive prevalence
reasonably_determine,reasonably determine
extensive_literature,extensive literature
urban_sprawl,urban sprawl
ministry_science_technology,ministry science technology
natural_regeneration,natural regeneration
pursuant_section_shall_furnish,pursuant section shall furnish
vehicle_motorcycle,vehicle motorcycle
print_copy_available,print copy available
positive_negative_rating,positive negative rating
daily_newspaper,daily newspaper
cardiovascular_disease,cardiovascular disease
causal_chain,causal chain
simplicity_assume,simplicity assume
plenary_session,plenary session
age_bracket,age bracket
standard_supreme_audit,standard supreme audit
semi_structured_interview,semi structured interview
miscellaneous_item,miscellaneous item
conference_room,conference room
slight_decrease,slight decrease
nearly_decade,nearly decade
retroactive_financing_summary,retroactive financing summary
making_payment,make payment
mail_org_additional,mail org additional
cooking_fuel,cooking fuel
concrete_block,concrete block
pursuant_paragraph_thereof,pursuant paragraph thereof
slight_improvement,slight improvement
internally_generate,internally generate
profit_sharing,profit sharing
board_trustee,board trustee
association_date_herewith,association date herewith
basis_opinion_opinion,basis opinion opinion
fall_exception_notification,fall exception notification
displace_person_meaningfully_consult,displace person meaningfully consult
forest_reserve,forest reserve
certificate_certificate,certificate certificate
create_stop_shop,create stop shop
gender_sensitivity,gender sensitivity
steel_pipe,steel pipe
highly_specialize,highly specialize
consulting_engineer,consult engineer
font_mean_instruction,font mean instruction
vacant_position,vacant position
residential_customer,residential customer
fix_mobile,fix mobile
release_tranche,release tranche
steering_committee_comprise,steering committee comprise
real_estate_registration,real estate registration
econometric_technique,econometric technique
hour_work,hour work
thousand_gross_reproduction,thousand gross reproduction
mortgage_lending,mortgage lending
donor_harmonization,donor harmonization
excavated_material,excavate material
city_hall,city hall
indigenous_specie,indigenous specie
supplemental_contribution,supplemental contribution
geographically_disperse,geographically disperse
birth_certificate,birth certificate
expansionary_fiscal_policy,expansionary fiscal policy
rating_modest,rate modest
cold_storage_facility,cold storage facility
socially_economically,socially economically
rule_origin,rule origin
managerial_autonomy,managerial autonomy
devastating_effect,devastating effect
create_employment_opportunity,create employment opportunity
vitally_important,vitally important
use_installation_indemnity,use installation indemnity
brief_introduction,brief introduction
assistant_engineer,assistant engineer
determine_permission,determine permission
negotiate_settlement,negotiate settlement
regulatory_supervisory_framework,regulatory supervisory framework
outstanding_special_commitment,outstanding special commitment
difficult_expensive,difficult expensive
potentially_negative_impact,potentially negative impact
maternal_child_health_care,maternal child health care
bank_anti_terrorist,bank anti terrorist
senior_civil_servant,senior civil servant
sine_qua_non,sine qua non
leave_scale,leave scale
strategic_orientation,strategic orientation
efficient_functioning,efficient functioning
disbursement_graph,disbursement graph
scope_timing,scope timing
library_congress_cataloging_publication,library congress catalog publication
cement_steel,cement steel
armed_group,armed group
medium_workshop_conference,medium workshop conference
legislative_amendment,legislative amendment
water_purification,water purification
national_newspaper_wide,national newspaper wide
today_year_ago,today year ago
register_unemployed,register unemployed
term_destroy_physical,term destroy physical
list_factual_technical,list factual technical
legally_register,legally register
poorly_understand,poorly understand
organizational_culture,organizational culture
disseminate_finding,disseminate
industrial_zone,industrial zone
unsatisfactory_rating,unsatisfactory rating
original_amendment_letter,original amendment letter
newly_appoint,newly appoint
gain_traction,gain traction
easy_increasingly_important,easy increasingly important
double_shift,double shift
borrower_lender_collateral_bankruptcy,borrower lender collateral bankruptcy
disbursement_graph_public_disclosure,disbursement graph public disclosure
age_dependency_ratio,age dependency ratio
enforce_contract_resolve_insolvency,enforce contract resolve insolvency
internal_consistency,internal consistency
haul_road,haul road
billion_billion_respectively,billion billion respectively
price_hike,price hike
treat_separately,treat separately
staff_title_specialization,staff title specialization
future_cash_flow,future cash flow
risky_behavior,risky behavior
electricity_globally_stand,electricity globally stand
wheel_drive_vehicle,wheel drive vehicle
vulnerability_external_shock,vulnerability external shock
register_property_enforce_contract,register property enforce contract
attendance_labor_force,attendance labor force
intergovernmental_fiscal,intergovernmental fiscal
branch_branch,branch branch
political_science,political science
internal_control_evaluate_appropriateness,internal control evaluate appropriateness
core_competency,core competency
quarterly_journal,quarterly journal
significantly_correlate,significantly correlate
subject_modification,subject modification
sluggish_growth,sluggish growth
number_custom_breakdown_baseline,number custom breakdown baseline
ambitious_agenda,ambitious agenda
saline_water,saline water
friend_family,friend family
allocation_formula,allocation formula
passenger_vehicle,passenger vehicle
replace_repair,replace repair
medium_voltage_distribution,medium voltage distribution
hire_labor,hire labor
design_flaw,design flaw
officially_register,officially register
twice_week,twice week
architect_civil,architect civil
prevention_control_pollution,prevention control pollution
concrete_mixer,concrete mixer
creditor_debtor,creditor debtor
rating_downgrade,rating downgrade
concentration_index,concentration index
amendment_amendment,amendment amendment
environmentally_acceptable,environmentally acceptable
agreement_accrual,agreement accrual
country_concerned_pin,country concern pin
make_remarkable_progress,make remarkable progress
marginalized_group,marginalized group
program_engagement_pin,program engagement pin
precise_definition,precise definition
reproduce_portion_work,reproduce portion work
aid_prevention_control,aid prevention control
secondary_pupil_teacher,secondary pupil teacher
internal_wiring,internal wiring
donate_land,donate land
widely_spread,widely spread
index_shareholder_sue,index shareholder sue
matter_unless_decide,matter unless decide
technical_managerial_skill,technical managerial skill
nonprofit_organization,nonprofit organization
grievance_arise,grievance arise
plot_plot,plot plot
subtotal_subtotal,subtotal subtotal
aid_human_immunodeficiency,aid human immunodeficiency
climatic_factor,climatic factor
pin_form_effort,pin form effort
predictive_power,predictive power
electricity_transmission,electricity transmission
wheat_barley,wheat barley
billion_yuan,billion yuan
averaging_percent,averaging percent
floor_space,floor space
tax_standardize_instance,tax standardize instance
client_connection_org,client connection org
statistic_yearbook,statistic yearbook
temporarily_suspend,temporarily suspend
civil_work_furniture_equipment,civil work furniture equipment
respondent_believe,respondent believe
legally_mandate,legally mandate
baseline_scenario_historical,baseline scenario historical
flat_terrain,flat terrain
accounting_reporting,accounting reporting
commonwealth_secretariat,commonwealth secretariat
border_compliance,border compliance
north_coast,north coast
contract_contract_completion,contract contract completion
address_publishing_knowledge,address publishing knowledge
agreement_excellency_refer,agreement excellency refer
economically_attractive,economically attractive
partial_guarantee,partial guarantee
conclusive_evidence,conclusive evidence
life_save,life save
expected_benefit,expect benefit
investment_net_inflow,investment net inflow
menu_option,menu option
strong_creditor_right,strong creditor right
internal_monitoring,internal monitoring
properly_dispose,properly dispose
work_hour_week,work hour week
inward_look,inward look
despite_existence,despite existence
oxford_economic,oxford economic
await_approval,await approval
world_bank_debtor_reporting,world bank debtor reporting
applicable_category_partial,applicable category partial
directorate_directorate,directorate directorate
gov_gov,gov gov
monetary_union,monetary union
specified_period,specify period
judicious_use,judicious use
force_displacement,force displacement
good_intend_military,good intend military
pass_parliament,pass parliament
frequency_duration,frequency duration
vector_bear_disease,vector bear disease
pedestrian_safety,pedestrian safety
basic_amenity,basic amenity
bed_net,bed net
fax_email_org,fax email org
legislative_assembly,legislative assembly
smart_card,smart card
learning_curve,learn curve
physical_chemical_biological,physical chemical biological
rating_agency,rating agency
limitation_impose,limitation impose
surface_run,surface run
organization_supreme_audit,organization supreme audit
feasibility_study_detailed_engineering,feasibility study engineering
cereal_production,cereal production
removal_vegetation,removal vegetation
avian_flu,avian flu
reverse_true,reverse true
remain_engaged,remain engaged
single_stage_prior,single stage prior
timber_tree,timber tree
deem_satisfactory,deem satisfactory
cultural_tradition,cultural tradition
government_remain_committed,government remain committed
telephone_email,telephone email
budgetary_appropriation,budgetary appropriation
agreement_guarantor_unconditionally,agreement guarantor unconditionally
secure_land_tenure,secure land tenure
module_module,module module
ensure_equitable_access,ensure equitable access
original_closing,original closing
contextual_factor,contextual factor
stainless_steel,stainless steel
efficient_import_substitution,efficient import substitution
exchange_rate_movement,exchange rate movement
non_trivial,non trivial
globally_stand_ranking,globally stand rank
soviet_era,soviet era
termination_cause_failure,termination cause failure
website_com,website com
currency_conversion_portion,currency conversion portion
east_pacific_eastern,east pacific eastern
center_rosewood_drive,center rosewood drive
deteriorate_significantly,deteriorate significantly
warehouse_connect,warehouse connect
ratio_female_male,ratio female male
cash_flow_forecast,cash flow forecast
cease_determine,cease determine
shall_separate_apart,shall separate apart
seasonal_migration,seasonal migration
disclose_locally,disclose locally
ref_description,ref description
appraise_approve,appraise approve
integrated_pest_management,integrate pest management
biological_control,biological control
birth_woman,birth woman
bio_physical,bio physical
carefully_examine,carefully examine
common_feature,common feature
productivity_profitability,productivity profitability
inter_island,inter island
rental_fee,rental fee
child_die,child die
communist_party,communist party
redouble_effort,redouble effort
largely_attribute,largely attribute
manager_deputy,manager deputy
factor_endowment,factor endowment
strength_minority_investor_protection,strength minority investor protection
fragile_ecosystem,fragile ecosystem
locate_vicinity,locate vicinity
compliance_operational_manual,compliance operational manual
shareholder_plaintiff,shareholder plaintiff
groundwater_aquifer,groundwater aquifer
equivalent_security_movable,equivalent security movable
specify_purpose_section,specify purpose section
solar_radiation,solar radiation
people_live_aid,people live aid
prove_ineffective,prove ineffective
traditional_birth_attendant,traditional birth attendant
alluvial_soil,alluvial soil
feeding_practice,feed practice
semi_skilled,semi skilled
adequately_equip,adequately equip
build_momentum,build momentum
underlying_cause,underlie cause
regulatory_tier,regulatory tier
reserve_adequacy,reserve adequacy
involuntary_resettlement_involuntary_resettlement,involuntary resettlement involuntary resettlement
learn_lesson,learn lesson
market_segmentation,market segmentation
shortage_skilled,shortage skilled
family_allowance,family allowance
national_institute_statistic,national institute statistic
operational_independence,operational independence
behalf_recipient_sign,behalf recipient sign
use_strictly_limit,use strictly limit
individually_collectively,individually collectively
death_injury,death injury
electric_shock,electric shock
safe_motherhood,safe motherhood
deposit_taking,deposit taking
adaptable_program_lending,adaptable program lending
phase_wire,phase wire
annual_audited,annual audit
daily_weekly,daily weekly
hypothesis_test,hypothesis test
telex_facsimile,telex facsimile
limited_sign,limited sign
wind_energy,wind energy
author_attribute_world_bank,author attribute world bank
thematic_area,thematic area
reservation_wage,reservation wage
equation_equation,equation equation
mother_tongue,mother tongue
good_predictor,good predictor
mitigation_monitoring,mitigation monitoring
fourth_cent_principal,fourth cent principal
widespread_adoption,widespread adoption
org_news,org news
protect_poor_vulnerable,protect poor vulnerable
power_pool,power pool
prevalence_rate,prevalence rate
simple_average_distance_frontier,simple average distance frontier
mid_course_correction,mid course correction
model_simulate,model simulate
guarantee_primary_surety,guarantee primary surety
hydro_thermal,hydro thermal
shadow_economy,shadow economy
milk_collection,milk collection
extreme_poverty_line,extreme poverty line
employ_unemployed,employ unemployed
donor_community,donor community
heat_supply,heat supply
feasibility_feasibility_study,feasibility feasibility study
highly_decentralize,highly decentralize
director_senior,director senior
team_leader_primary,team leader primary
shareholder_acquire,shareholder acquire
sincerely_international,sincerely international
tax_deduction,tax deduction
fine_imprisonment_apply,fine imprisonment apply
reconnaissance_survey,reconnaissance survey
commercially_available,commercially available
sustainability_substantial_fiduciary,sustainability substantial fiduciary
rev_publish_united_nation,rev publish united nation
milk_meat,milk meat
import_parity_price,import parity price
natural_logarithm,natural logarithm
constitutional_right,constitutional right
water_body,water body
greenhouse_gas_emission_reduction,greenhouse gas emission reduction
early_seventy,early seventy
org_content_upload,org content upload
token_replace_expense,token replace expense
economically_socially,economically socially
bad_bad,bad bad
natural_science,natural science
culturally_sensitive,culturally sensitive
update_twice_yearly,update twice yearly
trial_error,trial error
high_commissioner_refugee,high commissioner refugee
multivariate_analysis,multivariate analysis
prove_highly,prove highly
inland_revenue,inland revenue
ensure_smooth_transition,ensure smooth transition
living_quarter,live quarter
earth_dam,earth dam
note_tax_mandatory,note tax mandatory
consultant_pend,consultant pend
procure_distribute,procure distribute
lasting_impact,impact
look_closely,look closely
schedule_caste_schedule_tribe,schedule caste schedule tribe
submarine_cable,submarine cable
fluctuate_widely,fluctuate widely
polluter_pay_principle,polluter pay principle
consecutive_day,consecutive day
mainly_empirical,mainly empirical
diagnostic_test,diagnostic test
association_suspension_cancellation,association suspension cancellation
effective_compensation_replacement,effective compensation replacement
financially_independent,financially independent
conclusion_express_author_necessarily,conclusion express author necessarily
request_limitation_provision,request limitation provision
clearly_distinguish,clearly distinguish
public_standpipe,public standpipe
water_supply_sanitation_hygiene,water supply sanitation hygiene
bank_adjournment_meeting,bank adjournment meeting
substation_transmission_line,substation transmission line
highly_concessional,highly concessional
natural_habitat_pest_management,natural habitat pest management
economy_ease_resolve,economy ease resolve
facilitate_smooth,facilitate smooth
core_lend_instrument,core lend instrument
conservation_biological_diversity,conservation biological diversity
penalty_impose,penalty impose
cool_water,cool water
hydro_generation,hydro generation
separate_opinion_say_auditor,separate opinion say auditor
law_promulgate,law promulgate
seasonal_fluctuation,seasonal fluctuation
despite_impressive,despite impressive
vaccination_campaign,vaccination campaign
especially_rainy_season,especially rainy season
east_southeast,east southeast
clearly_visible,clearly visible
external_sec_misc,external sec misc
occur_subject_proviso,occur subject proviso
shall_invest_reinvest,shall invest reinvest
pollutant_concentration,pollutant concentration
econ_mica,econ mica
goal_achieve_universal,goal achieve universal
pest_management_indigenous_people,pest management indigenous people
catastrophic_event,catastrophic event
plan_scope_timing,plan scope timing
meeting_convene,meeting convene
borrower_lender_figure,borrower lender figure
untapped_potential,untapped potential
faculty_member,faculty member
term_pursuant_paragraph,term pursuant paragraph
respiratory_infection,respiratory infection
raw_data,raw datum
socially_responsible,socially responsible
random_sampling,random sampling
end_calendar_semester,end calendar semester
box_culvert,box culvert
executive_legislative,executive legislative
beginning_century,begin century
slope_stability,slope stability
deep_root,deep root
tax_payment_lieu,tax payment lieu
deem_acceptable,deem acceptable
intermediate_result_intermediate_result,intermediate result intermediate result
explanatory_information,explanatory information
electric_power_generation,electric power generation
intergovernmental_fiscal_relation,intergovernmental fiscal relation
metro_line,metro line
bid_award,bid award
break_cycle,break cycle
drawing_lesson,draw lesson
deputy_commissioner,deputy commissioner
thing_happen,thing happen
senior_secondary_school,senior secondary school
launch_workshop,launch workshop
penal_code,penal code
disclose_reasonable_accuracy,disclose reasonable accuracy
disclosure_index,disclosure index
regularly_check,regularly check
